0,1,2
데스크탑 RAM DDR4 3200 CL22 8GB A/S 3년 {정품} ,"34,500",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C479734767
삼성 노트북 램 8GB DDR4 PC4-21300 8기가 2666MHz ,"47,900",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C362476078
데스크탑 RAM DDR4 3200 CL22 32GB A/S 3년 {정품} ,"143,500",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C479728749
노트북 RAM DDR3-1600 CL11 8GB A/S 3년 {공식 대리점} ,"39,000",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C445962590
데스크탑 RAM DDR3 1600 CL11 8GB A/S 3년 {정품} ,"38,500",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C479745280
데스크탑 RAM DDR3 1600 CL11 4GB A/S 3년 {정품} ,"24,000",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C479743323
데스크탑 RAM DDR4 2666 CL19 4GB A/S 3년 {정품} ,"22,500",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C479740689
노트북 RAM DDR4-2666 CL19 4GB A/S 3년 {공식 대리점} ,"23,500",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C445972214
노트북 RAM DDR3-1600 CL11 4GB A/S 3년 {공식 대리점} ,"25,000",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C445957510
윈도우11 PRO  리트 올인원PC 27B (SSD 120G + 8GB RAM) ,"629,000",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C532895609
프리도스  이그닉 비와이 24Y 2세대 (NVMe 256G + 8GB RAM) ,"849,000",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C532903622
LG데스크탑 윈도우10PRO i5 램8G 중고컴퓨터본체 ,"320,000",http://itempage3.auction.co.kr/DetailView.aspx?itemno=B572377222
인텔 i7 /RAM/SSD/VGA/DVD/전국무상AS/속도빠름 ,"435,000",http://itempage3.auction.co.kr/DetailView.aspx?itemno=A097405610
중고 LG노트북 i5-4세대 RAM8GB SSD128장착 윈10 웹캠 ,"279,000",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C403609021
HP 15s-eq2244AU AMD 5500U RAM4GB NVMe256GB 추천모델 ,"556,850",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C523505978
중고 LG노트북 15N540 i5-4세대 SSD RAM8GB장착 윈10 ,"299,000",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C403615406
중고 레노버 씽크센터 M700 i5-6400T SSD256 RAM8GB ,"319,000",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C477833577
최종46만 HP 15s-eq2244AU AMD 5500U RAM 4GB 256GB ,"609,000",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C590904629
중고삼성 노트북NT550P7C 17인치 대화면 SSD장착 RAM8 ,"359,000",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C591587312
중고노트북 삼성 NT371B5J SSD RAM8 15.6 웹캠o 윈10 ,"329,000",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C352097660
MSI GP66 레오파드 11UH/총 RAM32GB/Win10(설치)/SK ,"2,698,960",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C359024620
중고 삼성노트북 NT200B5C i7 SSD장착 RAM8 윈10 15.6 ,"359,000",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C367752882
중고 삼성노트북 NT200B5C i7-3세대SSD장착 RAM8 윈10 ,"329,000",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C504405018
램 양모듬지육5kg내외 양갈비 양고기 양꼬치 양다리 ,"90,000",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C566745193
MSI GP66 레오파드 11UH/RAM32GB/NVMe2TB/Win10Pro/SK ,"2,999,000",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C582808003
최종57만 HP 15s-eq3041AU AMD R7-5825U RAM 8G 256G ,"749,000",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C587521329
레노버 씽크패드 i5-7세대 RAM8 SSD256 14인치 윈10 ,"499,000",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C588627436
중고노트북 YOGA X1 SSD RAM8GB 윈10 웹캠장착 ,"359,000",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C598843654
중고 레노버 씽크센터 올인원 i5 RAM8GB SSD256GB W10 ,"309,000",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C608204447
PC 삼성 메모리 램 DDR3 4G 12800 양면 일반 PC3-12800 ,"14,390",http://itempage3.auction.co.kr/DetailView.aspx?itemno=B679160214
노트북 삼성 메모리 램 DDR3 8G 12800 양면 저전력 ,"39,260",http://itempage3.auction.co.kr/DetailView.aspx?itemno=B679613443
노트북용 RAM 메모리 DDR3 PC3L-12800S 8G 삼성정품 ,"66,000",http://itempage3.auction.co.kr/DetailView.aspx?itemno=B867891150
삼성 메모리 RAM DDR3 4GB 10600(양면/일반) PC용 ,"10,800",http://itempage3.auction.co.kr/DetailView.aspx?itemno=C608438106
